titles,cleaned_sentences
1975 킬링필드  푸난,킬링필드 소재 애니메이션 개봉 앞두다 애니메이션 킬링필드 푸난 경쾌하다 배경음악 사람 일상 보여주다 분위기 상반 무장 단체 크메르 루주 전위 부대 카 수도 프놈펜 점령 하다 무려 명 넘다 이 내 쫓기다 상황 놓이다 들다 미래 불투명하다 계속 하다 카 시키다 이동 하다 수 없다 짐 들다 걸다 대이동 카 외국 자본주의 경계 하다 하다 자동차 시민 부숴 버리다 카 피난민 혁명 동참 하다 것 강요 하다 강압 협동조합 배치 돼다 강제 노역 하다 끌리다 간다 과정 강 건너다 상황 되다 슈 살 짜다 아들 소반 방향 뛰어가다 슈 남편 쿠온 가다 카 저지 아이 찾다 못 강 건너다 한편 부모 헤어지다 소반 할머니 협종조합 배치 되다 카 미국 제국주의 물든 인민 용서 사람 만들다 복장 헤어스타일 강요 하다 공산주의 강요 다그 제국주의 털다 사람 자아 비판 강요 하다 공평하다 정의 사회 열리다 거 라며 정작 자신 일 하다 않다 먹다 아들 헤어지다 슈 아들 보다 갈다 희망 누구 일 하다 달이 지나다 아들 만나다 하다 시간 흐르다 적다 배 급량 고 되다 노동 죽다 나가다 쿠온 남동생 툿 아프다 진료 소 가야 하다 상황 되다 찬 여자 진료 소 가보다 치료 해주다 죽 때 방치 하다 자기 도와주다 아들 소반 부모 맡기다 돈 챙기다 어디 론 가다 오다 않다 자칫 찬 돌아오다 소반 부모 찬 아들 림 먹이다 살리다 애니 킬링필드 푸난 예고편 한글 당신 빼앗다 가다 가족 존엄성 년 캄보디아 수도 프놈펜 공산주의 무장 단체 크메르 루주 장악 되다 평범하다 삶 살다 슈 가족 하루아침 위로 몰리 피난 중 아들 소반 없어지다 희망 현실 모든 포기 하다 순간 슈 아들 만날 마지막 기회 찾아오다 프랑스 애니메이션 감독 드니 도 출연 베레 니스 베 조슈 루이 가다 렐쿠 정보
